[Fe/H]|RAJ2000|DEJ2000|Dist|deg
007.82641968000|-17.47343290000|-1.488|007.826419680|-17.473432900| 2.7223
037.57865060000|+26.00688392000|-1.840|037.578650600|+26.006883920| 1.3254
008.55250340700|-19.14050679000|-1.559|008.552503407|-19.140506790| 1.5474
183.71243840000|-00.27124724200|-1.928|183.712438400|-00.271247242| 3.1261
189.97335890000|-00.77571806900|-1.326|189.973358900|-00.775718069| 1.3733
182.96091930000|-00.92374062200|-1.438|182.960919300|-00.923740622| 1.5215
128.14064990000|+54.15323454000|-1.030|128.140649900|+54.153234540| 2.5178
184.06873620000|-00.12427458800|-1.265|184.068736200|-00.124274588| 3.2395
026.44047761000|+12.91609789000|-1.491|026.440477610|+12.916097890| 1.0240
010.58627399000|+14.10023929000|-0.642|010.586273990|+14.100239290| 2.3655
011.30655995000|+14.14904959000|-0.614|011.306559950|+14.149049590| 1.7556
018.25526188000|-10.96548762000|-0.743|018.255261880|-10.965487620| 3.8324
018.54576421000|-10.38383611000|-0.599|018.545764210|-10.383836110| 1.9269
018.76801353000|-09.95271103000|-1.315|018.768013530|-09.952711030| 1.6967
019.39094290000|-09.93248630400|-1.401|019.390942900|-09.932486304| 2.7353
025.82928508000|+13.73091431000|-1.845|025.829285080|+13.730914310| 2.5382
018.61135870000|-09.62731009700|-1.550|018.611358700|-09.627310097| 1.7118
046.63764821000|-08.44305644100|-1.523|046.637648210|-08.443056441| 2.3332
029.25877363000|+14.15225230000|-1.132|029.258773630|+14.152252300| 2.1837
018.09833367000|-09.14809343000|-0.379|018.098333670|-09.148093430| 2.0183
018.41745085000|-09.25732865500|-1.399|018.417450850|-09.257328655| 1.2643
010.69712637000|+14.98706138000|-2.548|010.697126370|+14.987061380| 2.3565
030.66161361000|+14.02079293000|-1.543|030.661613610|+14.020792930| 3.8335
030.13954371000|+14.19831839000|-1.691|030.139543710|+14.198318390| 3.9483
018.26395872000|-08.80425160900|-1.169|018.263958720|-08.804251609| 2.1752
184.36124010000|+00.79143343000|-1.940|184.361240100|+00.791433430| 2.1873
019.09927764000|-08.81230330600|-1.273|019.099277640|-08.812303306| 2.7697
027.82795402000|+13.87924670000|-2.345|027.827954020|+13.879246700| 1.4552
019.26143451000|-09.94711929200|-0.918|019.261434510|-09.947119292| 2.6879
019.19329540000|-09.91828505600|-1.815|019.193295400|-09.918285056| 2.2812
003.14191272200|-10.29800381000|-1.873|003.141912722|-10.298003810| 1.5328
183.99848280000|-00.94182824100|-1.362|183.998482800|-00.941828241| 1.0236
183.70551530000|-00.98984298100|-1.884|183.705515300|-00.989842981| 0.9512
184.34517830000|+00.94444586900|-1.295|184.345178300|+00.944445869| 0.7547
026.66819772000|+14.10052688000|-1.824|026.668197720|+14.100526880| 3.7147
025.80843413000|+14.21668407000|-0.556|025.808434130|+14.216684070| 1.7712
018.55589429000|-10.83677426000|-0.236|018.555894290|-10.836774260| 2.4269
019.92174122000|-10.50988021000|-0.547|019.921741220|-10.509880210| 2.0199
017.48555024000|-10.04501175000|-1.851|017.485550240|-10.045011750| 3.7252
012.56475778000|+14.92790820000|-0.420|012.564757780|+14.927908200| 3.5532
026.51842098000|+14.44427296000|-0.956|026.518420980|+14.444272960| 3.6037
017.55575970000|-10.56157963000|-0.638|017.555759700|-10.561579630| 2.6072
028.01630288000|+14.47893249000|-1.546|028.016302880|+14.478932490| 3.8308
017.48301361000|-09.77614296900|-0.656|017.483013610|-09.776142969| 1.9786
018.71425220000|-09.87626742900| 0.054|018.714252200|-09.876267429| 2.2131
018.87571082000|-09.71625611600|-1.508|018.875710820|-09.716256116| 1.6865
009.74258991200|+15.04430555000|-1.443|009.742589912|+15.044305550| 2.0192
010.53746635000|+15.94645793000|-1.500|010.537466350|+15.946457930| 2.3451
027.97017195000|+13.47787834000|-1.528|027.970171950|+13.477878340| 2.7690
026.46978604000|+13.78012452000|-2.261|026.469786040|+13.780124520| 1.0943
046.68143805000|-08.11097784300|-1.314|046.681438050|-08.110977843| 3.2004
011.02630564000|+14.53613452000|-1.332|011.026305640|+14.536134520| 2.3003
025.76111846000|+14.98267338000|-2.463|025.761118460|+14.982673380| 1.3903
026.02286937000|+15.04491224000|-2.344|026.022869370|+15.044912240| 3.1765
010.95131330000|+14.67192210000|-1.109|010.951313300|+14.671922100| 2.0550
126.93835060000|+52.50541701000|-0.774|126.938350600|+52.505417010| 1.9843
047.03506166000|-07.96825218900|-1.696|047.035061660|-07.968252189| 3.0783
027.49302756000|+14.95924425000|-1.696|027.493027560|+14.959244250| 3.7119
163.10487280000|+64.18785789000|-1.495|163.104872800|+64.187857890| 1.3282
018.05712338000|-08.97319165400|-0.142|018.057123380|-08.973191654| 2.8089
026.96602797000|+14.28681675000|-1.593|026.966027970|+14.286816750| 3.7564
019.49881919000|-08.95929493600|-1.418|019.498819190|-08.959294936| 2.4733
019.70991650000|-08.99323545200|-1.718|019.709916500|-08.993235452| 1.5075
011.49977751000|+14.10962225000|-1.485|011.499777510|+14.109622250| 2.4011
019.27148950000|-08.61170158000|-1.728|019.271489500|-08.611701580| 2.2552
047.65407492000|-07.46020337500|-1.673|047.654074920|-07.460203375| 2.1915
058.03290932000|-06.19704001300|-0.817|058.032909320|-06.197040013| 1.6660
009.96884926200|+14.22172157000|-1.668|009.968849262|+14.221721570| 3.4133
009.93571904600|+14.16836693000|-2.259|009.935719046|+14.168366930| 1.7211
007.09534923900|+14.36173557000|-0.809|007.095349239|+14.361735570| 2.3911
149.76396690000|+01.70015465400|-1.104|149.763966900|+01.700154654| 0.7413
017.83433270000|-09.22008635600|-1.091|017.834332700|-09.220086356| 3.7839
046.13756670000|-07.29773630700|-0.778|046.137566700|-07.297736307| 3.0965
019.75945233000|-08.81562140800|-1.310|019.759452330|-08.815621408| 1.9393
046.58505014000|-07.15532893600|-1.887|046.585050140|-07.155328936| 1.4830
151.31615270000|+01.85969911400|-2.317|151.316152700|+01.859699114| 1.4950
003.81729069000|-10.96636880000|-1.984|003.817290690|-10.966368800| 2.2514
004.39689630500|-11.02346518000|-2.369|004.396896305|-11.023465180| 1.5718
019.01530772000|-10.28026726000|-2.128|019.015307720|-10.280267260| 1.6363
019.63026396000|-10.27301445000|-1.038|019.630263960|-10.273014450| 1.7393
019.66545848000|-10.11430108000|-0.496|019.665458480|-10.114301080| 1.9345
019.67092410000|-10.19567122000|-1.294|019.670924100|-10.195671220| 2.5267
019.72307000000|-09.86053899500|-0.884|019.723070000|-09.860538995| 1.3575
019.72450725000|-09.68629554500|-1.179|019.724507250|-09.686295545| 2.1496
019.98732070000|-09.81377825100|-0.629|019.987320700|-09.813778251| 1.9175
011.87343465000|+13.91774413000|-1.573|011.873434650|+13.917744130| 2.8750
017.53563156000|-09.51483741200|-1.423|017.535631560|-09.514837412| 2.8296
018.18986248000|-09.48712949400|-1.220|018.189862480|-09.487129494| 2.9410
026.72844151000|+12.95454930000|-0.716|026.728441510|+12.954549300| 1.5574
017.84232478000|-08.58985622400|-1.197|017.842324780|-08.589856224| 3.1988
190.15919530000|+04.35027081300|-1.247|190.159195300|+04.350270813| 1.3852
224.28671630000|+04.24468645500|-1.493|224.286716300|+04.244686455| 1.7357
172.40532450000|+63.58148354000|-0.604|172.405324500|+63.581483540| 2.8212
026.77399072000|+13.39790805000|-1.248|026.773990720|+13.397908050| 2.9667
027.23952503000|+13.49914260000|-1.263|027.239525030|+13.499142600| 2.9790
169.31724950000|+64.52096939000|-1.394|169.317249500|+64.520969390| 3.9852
171.57112960000|+64.67087168000|-1.416|171.571129600|+64.670871680| 3.3509
149.52540320000|+01.40035524500|-2.114|149.525403200|+01.400355245| 1.1012
059.27558793000|-07.00667261000|-2.090|059.275587930|-07.006672610| 1.7052
012.34108243000|+14.86549032000|-0.989|012.341082430|+14.865490320| 1.2063
025.88617659000|+13.87034590000|-1.205|025.886176590|+13.870345900| 1.0915
059.70025799000|-06.59303215200|-1.831|059.700257990|-06.593032152| 2.0603
237.00626490000|+00.88707227000|-1.186|237.006264900|+00.887072270| 2.3208
170.09762960000|+65.55552423000|-1.411|170.097629600|+65.555524230| 1.5338
030.22871628000|-00.91573087100|-1.186|030.228716280|-00.915730871| 3.5578
245.15476800000|+51.36844378000|-1.808|245.154768000|+51.368443780| 2.3023
011.76059841000|+15.32166929000|-0.525|011.760598410|+15.321669290| 2.2943
248.85337920000|+46.61193945000|-0.772|248.853379200|+46.611939450| 2.6852
249.54101170000|+46.57428262000|-1.052|249.541011700|+46.574282620| 3.4474
249.42213510000|+47.44700788000|-2.410|249.422135100|+47.447007880| 3.1448
151.26004420000|+02.63899382400|-1.409|151.260044200|+02.638993824| 0.7961
046.58998440000|-08.66579264900|-0.941|046.589984400|-08.665792649| 2.9311
004.71649175300|-00.47367917200|-0.460|004.716491753|-00.473679172| 2.5463
170.73312100000|+64.58018761000|-1.178|170.733121000|+64.580187610| 3.5371
008.46211051200|-09.64464462300|-1.597|008.462110512|-09.644644623| 2.1790
255.23154160000|+34.09828564000|-2.189|255.231541600|+34.098285640| 3.4826
027.94859364000|+14.67517487000|-2.319|027.948593640|+14.675174870| 3.3775
059.23082852000|-07.05385686500|-0.548|059.230828520|-07.053856865| 3.0801
258.19296070000|+31.60610173000|-1.248|258.192960700|+31.606101730| 1.1865
180.44886160000|+03.78652249700|-1.501|180.448861600|+03.786522497| 1.8481
341.12767580000|+13.40953181000|-2.162|341.127675800|+13.409531810| 2.0786
059.47899926000|-05.74820974100|-1.492|059.478999260|-05.748209741| 1.8414
009.85267045900|-00.88453394400|-0.569|009.852670459|-00.884533944| 3.6583
011.10975524000|+16.13255852000|-1.289|011.109755240|+16.132558520| 1.6290
010.31742123000|+14.42007209000|-2.287|010.317421230|+14.420072090| 2.1322
046.10752426000|-07.93571923100|-1.429|046.107524260|-07.935719231| 1.9745
046.42945868000|-07.74877019200|-2.273|046.429458680|-07.748770192| 3.4554
026.58024677000|+13.47478056000|-0.707|026.580246770|+13.474780560| 1.9033
155.83676120000|+54.53279072000|-0.743|155.836761200|+54.532790720| 2.2506
170.32784010000|+55.35090703000|-0.448|170.327840100|+55.350907030| 3.4493
030.99806040000|-09.00080282300|-0.591|030.998060400|-09.000802823| 1.6398
046.60528915000|-07.47951159500|-1.147|046.605289150|-07.479511595| 3.8701
028.01271291000|+13.81320630000|-1.255|028.012712910|+13.813206300| 3.2782
009.86914903600|+15.17767033000|-2.526|009.869149036|+15.177670330| 3.0435
031.81429654000|+14.24824513000|-1.131|031.814296540|+14.248245130| 3.7408
058.36515150000|-05.80862799100|-1.381|058.365151500|-05.808627991| 0.8606
012.41664001000|+15.55487626000|-1.940|012.416640010|+15.554876260| 1.7030
239.76444080000|+46.96942415000|-2.355|239.764440800|+46.969424150| 2.9699
046.63731018000|-06.98307679200|-1.297|046.637310180|-06.983076792| 1.1683
149.55430920000|+01.51594635200|-1.266|149.554309200|+01.515946352| 2.0212
165.77809010000|+59.40698117000|-1.626|165.778090100|+59.406981170| 2.3818
168.38637440000|+64.70388091000|-1.663|168.386374400|+64.703880910| 1.8612
172.27906070000|+65.05828745000|-1.342|172.279060700|+65.058287450| 3.9284
220.48537880000|+43.04795813000|-1.220|220.485378800|+43.047958130| 1.8551
132.34132320000|+36.64101184000|-1.505|132.341323200|+36.641011840| 1.9705
151.28117420000|+01.49204440600|-1.461|151.281174200|+01.492044406| 1.9001
151.31138640000|+01.54619162200|-1.157|151.311386400|+01.546191622| 2.9390
185.28823320000|+04.49747119600|-1.321|185.288233200|+04.497471196| 2.8270
183.39071390000|+53.70853439000|-1.695|183.390713900|+53.708534390| 2.8830
153.39585160000|+49.33711315000| 0.124|153.395851600|+49.337113150| 3.6397
203.66246590000|+54.56742872000|-1.839|203.662465900|+54.567428720| 3.6679
202.81910960000|+53.04296461000|-1.977|202.819109600|+53.042964610| 2.8456
170.13558020000|+51.40733632000|-1.946|170.135580200|+51.407336320| 3.0843
181.42765030000|+52.69769261000|-0.733|181.427650300|+52.697692610| 3.1751
183.90758220000|+52.06873179000|-1.766|183.907582200|+52.068731790| 3.9145
038.25710108000|-01.05561300600|-0.542|038.257101080|-01.055613006| 2.2602
151.17983550000|+02.75697786000|-0.987|151.179835500|+02.756977860| 1.3501
151.08269760000|+02.93125255900|-1.146|151.082697600|+02.931252559| 3.5004
130.35039960000|+36.37356125000|-0.508|130.350399600|+36.373561250| 3.2881
170.53390980000|+63.19827638000|-1.165|170.533909800|+63.198276380| 1.3999
153.86256060000|+45.65014988000|-0.840|153.862560600|+45.650149880| 2.4973
135.49933200000|+39.97633170000|-1.197|135.499332000|+39.976331700| 2.6782
152.33179370000|+03.71418539300|-1.672|152.331793700|+03.714185393| 2.5549
142.09557980000|+51.11039971000|-1.617|142.095579800|+51.110399710| 1.7726
142.98009610000|+51.62658190000|-1.757|142.980096100|+51.626581900| 2.8124
140.85686960000|+51.64061282000|-2.415|140.856869600|+51.640612820| 1.9444
167.96676040000|+63.73181482000|-1.854|167.966760400|+63.731814820| 0.9042
171.35380510000|+63.78246437000|-2.116|171.353805100|+63.782464370| 3.9662
140.78555310000|+51.38784856000|-0.068|140.785553100|+51.387848560| 2.4728
171.67641860000|+64.09283444000|-1.351|171.676418600|+64.092834440| 3.8972
173.42802300000|+63.99402914000|-1.227|173.428023000|+63.994029140| 3.7838
152.80381780000|+54.09650418000|-0.489|152.803817800|+54.096504180| 2.1814
153.13313870000|+53.79514017000|-1.640|153.133138700|+53.795140170| 2.7108
043.61690732000|-00.01375230900|-1.307|043.616907320|-00.013752309| 3.6977
168.40185710000|+08.32730443900|-1.284|168.401857100|+08.327304439| 1.9850
171.57914240000|+53.56186360000|-1.364|171.579142400|+53.561863600| 3.8021
253.72561120000|+39.64993644000|-1.935|253.725611200|+39.649936440| 2.2259
186.77045050000|+56.17822526000|-0.938|186.770450500|+56.178225260| 2.7152
187.72140060000|+58.31460175000|-1.248|187.721400600|+58.314601750| 2.0727
168.63362210000|+53.60482097000|-1.463|168.633622100|+53.604820970| 3.1100
153.12863740000|+51.10555400000|-1.273|153.128637400|+51.105554000| 2.3339
171.07058930000|+51.35732161000|-1.577|171.070589300|+51.357321610| 2.9392
169.62649910000|+51.56663627000|-0.763|169.626499100|+51.566636270| 1.6867
171.37191720000|+54.81613538000|-1.171|171.371917200|+54.816135380| 3.1970
200.32427410000|+54.52905271000|-1.059|200.324274100|+54.529052710| 2.6489
202.75496280000|+54.11437766000|-1.388|202.754962800|+54.114377660| 2.3650
201.81525880000|+54.04042610000|-1.688|201.815258800|+54.040426100| 1.9962
202.41855760000|+54.03332482000|-0.719|202.418557600|+54.033324820| 2.2642
202.89862130000|+54.05342464000|-1.209|202.898621300|+54.053424640| 1.6403
046.72340105000|+01.03775135600|-0.256|046.723401050|+01.037751356| 2.5526
169.93490540000|+45.92498920000|-1.757|169.934905400|+45.924989200| 2.8742
168.79143440000|+52.09923728000|-0.407|168.791434400|+52.099237280| 3.2577
194.81601410000|+08.68460335000|-0.810|194.816014100|+08.684603350| 2.7186
194.59665820000|+10.28178308000|-1.172|194.596658200|+10.281783080| 3.4437
172.14391690000|+64.01074155000|-1.282|172.143916900|+64.010741550| 3.5454
155.03348280000|+46.85148931000|-0.773|155.033482800|+46.851489310| 1.9767
252.27370170000|+31.30787958000|-1.277|252.273701700|+31.307879580| 2.9371
170.08863690000|+47.29171579000|-1.833|170.088636900|+47.291715790| 2.0528
237.62488340000|+46.15078984000|-2.935|237.624883400|+46.150789840| 1.3615
238.85360790000|+45.33946392000|-0.716|238.853607900|+45.339463920| 2.6871
169.58067330000|+47.57290789000|-0.917|169.580673300|+47.572907890| 3.3967
260.27534150000|+27.14349549000|-0.858|260.275341500|+27.143495490| 2.2594
170.03588280000|+47.65645415000|-1.381|170.035882800|+47.656454150| 3.9984
170.26110970000|+47.61353064000|-1.192|170.261109700|+47.613530640| 3.4227
237.98906810000|+47.16044540000|-2.176|237.989068100|+47.160445400| 2.2265
174.54137290000|+56.74751133000|-1.594|174.541372900|+56.747511330| 2.6410
249.35122390000|+47.36513631000|-0.463|249.351223900|+47.365136310| 3.4525
239.06920110000|+46.57319680000|-1.384|239.069201100|+46.573196800| 1.2969
239.83109040000|+46.03749825000|-0.883|239.831090400|+46.037498250| 2.4704
171.70134320000|+46.83276314000|-1.852|171.701343200|+46.832763140| 1.0467
252.49789170000|+40.90487368000|-1.093|252.497891700|+40.904873680| 2.4733
183.86724170000|+04.32840768100|-0.538|183.867241700|+04.328407681| 2.4907
184.12953110000|+04.21166087400|-1.898|184.129531100|+04.211660874| 1.1093
237.37301320000|+46.77448563000|-1.230|237.373013200|+46.774485630| 2.0757
169.51964000000|+46.17092622000|-2.117|169.519640000|+46.170926220| 0.6795
238.33368870000|+46.71171446000|-1.744|238.333688700|+46.711714460| 2.1640
044.65738264000|-01.23582459200|-1.020|044.657382640|-01.235824592| 3.7647
170.83873700000|+46.19459640000|-1.612|170.838737000|+46.194596400| 2.7848
185.70455320000|+05.03525697500|-0.925|185.704553200|+05.035256975| 2.7236
148.53742380000|+41.40880387000|-2.271|148.537423800|+41.408803870| 2.0830
151.88139720000|+36.17929218000|-1.432|151.881397200|+36.179292180| 2.1548
152.43947330000|+36.50777946000|-1.274|152.439473300|+36.507779460| 0.8551
252.79039430000|+39.14203615000|-2.058|252.790394300|+39.142036150| 1.6570
247.53446850000|+45.62966006000|-1.808|247.534468500|+45.629660060| 2.7164
252.75157370000|+39.86007734000|-1.905|252.751573700|+39.860077340| 2.1878
259.12709130000|+28.37309161000|-1.689|259.127091300|+28.373091610| 2.4941
169.65514350000|+47.34777338000|-1.177|169.655143500|+47.347773380| 3.8432
151.06490550000|+34.52059008000|-1.220|151.064905500|+34.520590080| 3.6400
185.60046890000|+57.61384056000|-1.634|185.600468900|+57.613840560| 1.2770
153.27359250000|+35.24844215000|-1.278|153.273592500|+35.248442150| 2.2757
221.21431530000|+40.51839360000|-1.558|221.214315300|+40.518393600| 3.7423
153.97179990000|+35.43767146000|-1.251|153.971799900|+35.437671460| 2.0398
218.96619070000|+42.18310187000|-1.491|218.966190700|+42.183101870| 2.5380
220.30494940000|+41.77137250000|-1.854|220.304949400|+41.771372500| 1.8262
222.47999240000|+41.09017939000|-0.827|222.479992400|+41.090179390| 2.2491
222.65671790000|+40.92562965000|-2.499|222.656717900|+40.925629650| 2.0528
223.07990890000|+40.73758141000|-2.302|223.079908900|+40.737581410| 3.6738
220.65838230000|+42.16011193000|-1.930|220.658382300|+42.160111930| 2.6014
218.22088640000|+38.77266820000|-1.359|218.220886400|+38.772668200| 3.0481
148.31496180000|+52.08016999000|-1.747|148.314961800|+52.080169990| 1.2479
188.91353520000|+56.71635496000|-1.387|188.913535200|+56.716354960| 2.1098
154.02693070000|+35.79995495000|-1.141|154.026930700|+35.799954950| 2.2317
226.09713410000|+40.86083846000|-1.652|226.097134100|+40.860838460| 2.3333
151.77637340000|+35.65282281000|-0.651|151.776373400|+35.652822810| 3.4204
223.82603460000|+40.63116187000|-1.481|223.826034600|+40.631161870| 3.5170
223.88969350000|+41.06617283000|-1.424|223.889693500|+41.066172830| 1.9907
151.87099360000|+35.63826652000|-0.624|151.870993600|+35.638266520| 2.8938
148.66529390000|+51.13476385000|-0.443|148.665293900|+51.134763850| 1.9935
153.39567890000|+36.03842871000|-2.414|153.395678900|+36.038428710| 3.3479
153.40575170000|+36.08764321000|-0.695|153.405751700|+36.087643210| 1.4238
153.38142730000|+36.48858124000|-0.479|153.381427300|+36.488581240| 2.9541
253.08435950000|+21.36525260000|-1.365|253.084359500|+21.365252600| 3.2250
152.91190180000|+34.72044336000|-2.016|152.911901800|+34.720443360| 2.3267
153.08945860000|+34.73244033000|-1.563|153.089458600|+34.732440330| 1.0699
153.13280850000|+34.77320647000|-1.665|153.132808500|+34.773206470| 2.5541
179.49076920000|+56.41020142000|-1.006|179.490769200|+56.410201420| 2.3919
177.96850440000|+11.33036963000|-1.201|177.968504400|+11.330369630| 1.5236
016.38106706000|+00.82510221900|-1.414|016.381067060|+00.825102219| 2.5825
151.68306870000|+34.59505764000|-1.228|151.683068700|+34.595057640| 2.0123
017.23049978000|+00.68612285100|-1.782|017.230499780|+00.686122851| 2.5821
018.18961217000|+00.81611689300|-1.303|018.189612170|+00.816116893| 1.7165
171.85572900000|+45.32370171000|-0.600|171.855729000|+45.323701710| 2.1373
017.64501303000|-01.06523441800|-2.526|017.645013030|-01.065234418| 2.6264
017.75254170000|-01.06392188000|-0.638|017.752541700|-01.063921880| 2.2579
016.21209238000|-00.63741127300|-1.652|016.212092380|-00.637411273| 3.4939
150.09623340000|+51.17841594000|-0.915|150.096233400|+51.178415940| 3.6838
016.75578581000|-00.69440802200|-1.420|016.755785810|-00.694408022| 3.6219
016.91787154000|-00.79235834200|-1.721|016.917871540|-00.792358342| 0.8013
217.97642930000|+41.04890645000|-1.668|217.976429300|+41.048906450| 2.6371
150.48886110000|+51.10761823000|-1.570|150.488861100|+51.107618230| 2.2267
016.04085234000|-00.29406072200|-2.581|016.040852340|-00.294060722| 1.3490
016.26109329000|-00.31729390200|-1.935|016.261093290|-00.317293902| 1.3953
016.92135937000|-00.22673372700|-1.349|016.921359370|-00.226733727| 3.2577
017.57506926000|-00.27723270600|-2.319|017.575069260|-00.277232706| 3.7873
018.13232854000|-00.29541899700|-1.626|018.132328540|-00.295418997| 2.5657
178.78477980000|+41.97310041000|-1.360|178.784779800|+41.973100410| 2.4247
166.53001970000|+06.90521180100|-1.873|166.530019700|+06.905211801| 2.5476
147.09455840000|+51.39516851000|-0.426|147.094558400|+51.395168510| 2.5015
015.75038064000|+00.03170517800|-2.190|015.750380640|+00.031705178| 2.1694
166.28969280000|+07.57998476200|-2.316|166.289692800|+07.579984762| 1.8642
199.94333450000|+08.28331249700|-1.403|199.943334500|+08.283312497| 2.1347
017.64876334000|+00.08015089200|-1.259|017.648763340|+00.080150892| 2.3339
147.49926350000|+52.20698095000|-1.610|147.499263500|+52.206980950| 3.5950
176.66301440000|+42.88897637000|-1.962|176.663014400|+42.888976370| 2.3453
151.60742830000|+33.67915397000|-1.708|151.607428300|+33.679153970| 1.5316
206.67029050000|+37.24619147000|-1.521|206.670290500|+37.246191470| 2.5217
152.05770610000|+35.23285805000|-2.313|152.057706100|+35.232858050| 2.4185
015.84969718000|+00.57774249200|-2.291|015.849697180|+00.577742492| 3.0132
220.93773970000|+43.38065614000|-1.386|220.937739700|+43.380656140| 3.7271
018.34832390000|+00.44210094200|-3.037|018.348323900|+00.442100942| 3.2883
016.08426302000|+00.88195695100|-0.624|016.084263020|+00.881956951| 3.1234
016.12608407000|+00.97829870500|-1.521|016.126084070|+00.978298705| 2.1243
170.61620970000|+39.54621750000|-1.165|170.616209700|+39.546217500| 2.0671
200.31671880000|+08.57605687000|-2.371|200.316718800|+08.576056870| 1.1480
153.58882070000|+35.62165840000|-1.150|153.588820700|+35.621658400| 3.3821
233.67655250000|+49.78636551000|-1.761|233.676552500|+49.786365510| 3.3735
232.88620260000|+31.26312120000|-1.408|232.886202600|+31.263121200| 1.9015
151.90114900000|+36.08678276000|-1.569|151.901149000|+36.086782760| 2.1662
153.35606360000|+34.54244002000|-1.262|153.356063600|+34.542440020| 1.3828
255.34110320000|+20.76222711000|-1.747|255.341103200|+20.762227110| 1.8990
219.67353720000|+31.08847636000|-1.409|219.673537200|+31.088476360| 2.7214
016.78486101000|+00.79562504900|-2.004|016.784861010|+00.795625049| 2.8909
233.37073080000|+30.65142709000|-1.432|233.370730800|+30.651427090| 2.2964
010.71880352000|+00.92272103600|-1.359|010.718803520|+00.922721036| 2.8206
196.34169230000|+10.37615254000|-1.217|196.341692300|+10.376152540| 1.4377
233.65820030000|+31.54658361000|-1.837|233.658200300|+31.546583610| 2.7784
016.34068777000|+00.12708411500|-2.509|016.340687770|+00.127084115| 3.5511
154.05471350000|+35.58201418000|-0.936|154.054713500|+35.582014180| 3.7506
196.37321870000|+10.69726143000|-2.149|196.373218700|+10.697261430| 1.3331
232.50717250000|+32.55725991000|-1.056|232.507172500|+32.557259910| 3.9180
134.22882860000|+28.56636303000|-1.424|134.228828600|+28.566363030| 2.6681
242.28796940000|+33.22442698000|-2.392|242.287969400|+33.224426980| 2.7563
251.99617220000|+20.66261986000|-1.345|251.996172200|+20.662619860| 2.1650
163.22394260000|+06.62367454300|-1.387|163.223942600|+06.623674543| 3.2799
153.32485180000|+36.41870798000|-2.485|153.324851800|+36.418707980| 1.6721
137.16832000000|+10.37816775000|-1.490|137.168320000|+10.378167750| 3.2441
153.44379150000|+34.45770651000|-1.724|153.443791500|+34.457706510| 1.2282
153.56349290000|+34.54050194000|-1.812|153.563492900|+34.540501940| 3.2581
251.10356440000|+20.55300895000|-2.065|251.103564400|+20.553008950| 2.1495
151.27194760000|+34.26425149000|-1.075|151.271947600|+34.264251490| 2.7749
222.86094260000|+43.89616393000|-0.521|222.860942600|+43.896163930| 2.5910
151.56366490000|+34.35917298000|-0.356|151.563664900|+34.359172980| 1.5704
171.20941530000|+57.68259011000|-1.493|171.209415300|+57.682590110| 2.7820
195.70179330000|+46.02312076000|-1.593|195.701793300|+46.023120760| 1.7283
152.40022300000|+34.69113705000|-2.617|152.400223000|+34.691137050| 1.9942
153.10122590000|+34.96601527000|-1.821|153.101225900|+34.966015270| 2.2542
153.74273380000|+35.07239062000|-0.975|153.742733800|+35.072390620| 1.9294
153.90726600000|+35.10397622000|-0.252|153.907266000|+35.103976220| 2.3450
154.01911390000|+35.21674733000|-2.185|154.019113900|+35.216747330| 3.7001
154.10926830000|+35.18278046000|-0.581|154.109268300|+35.182780460| 2.8612
194.96760750000|+11.10176569000|-2.201|194.967607500|+11.101765690| 2.0369
250.75980950000|+21.77278056000|-1.757|250.759809500|+21.772780560| 1.6105
252.22272130000|+22.44053972000|-1.303|252.222721300|+22.440539720| 0.8801
251.57266130000|+21.30055260000|-0.692|251.572661300|+21.300552600| 3.5990
154.09840210000|+35.23032852000|-1.429|154.098402100|+35.230328520| 1.1167
152.33805590000|+35.14437095000|-0.802|152.338055900|+35.144370950| 1.5170
138.30220990000|+09.95727778800|-2.036|138.302209900|+09.957277788| 1.5421
151.50399060000|+35.26951135000|-1.223|151.503990600|+35.269511350| 1.5717
153.54978810000|+36.00458009000|-1.416|153.549788100|+36.004580090| 3.2789
045.23447889000|-00.57064344900|-1.533|045.234478890|-00.570643449| 2.6693
045.60989038000|-00.62748527400|-1.592|045.609890380|-00.627485274| 2.5871
152.24809210000|+36.10615745000|-1.554|152.248092100|+36.106157450| 2.3227
016.80926221000|-00.95725520800|-1.126|016.809262210|-00.957255208| 2.1535
181.05014480000|+38.64057213000|-1.176|181.050144800|+38.640572130| 2.4049
016.51289525000|-00.11058493400|-1.312|016.512895250|-00.110584934| 0.9924
196.38349060000|+09.74214713800|-0.467|196.383490600|+09.742147138| 2.3143
152.45239770000|+34.01461154000|-1.602|152.452397700|+34.014611540| 2.6438
194.57509390000|+10.23805490000|-1.771|194.575093900|+10.238054900| 1.8414
194.77921640000|+10.26900046000|-2.776|194.779216400|+10.269000460| 2.1123
017.03018177000|+00.41523843600|-1.384|017.030181770|+00.415238436| 2.8021
017.32189825000|+00.21431042700|-1.649|017.321898250|+00.214310427| 2.8842
017.52348461000|+00.38981257800|-1.184|017.523484610|+00.389812578| 1.5134
018.35315836000|+00.26055945000|-0.712|018.353158360|+00.260559450| 1.2785
355.53054310000|+00.54800493700|-1.866|355.530543100|+00.548004937| 3.4389
194.50251820000|+10.50651646000|-1.413|194.502518200|+10.506516460| 1.0083
153.98050770000|+34.58185582000|-2.380|153.980507700|+34.581855820| 0.8945
199.83546990000|+34.43600943000|-1.926|199.835469900|+34.436009430| 2.9904
320.17663150000|+73.35612554000|-0.555|320.176631500|+73.356125540| 2.2247
