[Fe/H]|RAJ2000|DEJ2000|Dist|deg
006.23870381700|+15.93623175000|-2.014|006.238703817|+15.936231750| 1.1043
170.04903410000|+58.96606354000|-1.614|170.049034100|+58.966063540| 2.1838
054.22115445000|-00.28042227600|-1.870|054.221154450|-00.280422276| 1.8259
173.90404060000|+08.12397294000|-1.934|173.904040600|+08.123972940| 2.1385
153.58557820000|+38.90792853000|-1.320|153.585578200|+38.907928530| 1.6989
351.05382270000|-00.22638607500|-2.099|351.053822700|-00.226386075| 2.3214
009.34453698600|-00.27086659800|-1.399|009.344536986|-00.270866598| 1.5672
285.44367240000|+78.90099462000|-2.821|285.443672400|+78.900994620| 1.2152
208.71019930000|+36.14448587000|-1.257|208.710199300|+36.144485870| 3.3231
196.73245110000|+41.06930589000|-1.739|196.732451100|+41.069305890| 1.7171
054.55281416000|-00.34904921200|-2.022|054.552814160|-00.349049212| 0.8391
214.51383900000|+55.85127464000|-1.889|214.513839000|+55.851274640| 3.7116
168.27949470000|+59.22830346000|-1.569|168.279494700|+59.228303460| 3.8611
168.39132540000|+59.19572225000|-0.534|168.391325400|+59.195722250| 3.3990
237.70722690000|+36.24162207000|-1.006|237.707226900|+36.241622070| 2.5554
199.47107930000|+41.11427958000|-1.471|199.471079300|+41.114279580| 2.9316
216.32791440000|+37.84217918000|-1.892|216.327914400|+37.842179180| 1.8983
210.57363130000|+39.34658200000|-1.959|210.573631300|+39.346582000| 3.4851
245.76388630000|+06.88141742900|-2.209|245.763886300|+06.881417429| 3.0064
215.10984440000|+55.64934402000|-1.168|215.109844400|+55.649344020| 3.1437
328.32361670000|-00.81857502900|-1.539|328.323616700|-00.818575029| 0.8485
223.11019990000|+12.73049359000|-2.142|223.110199900|+12.730493590| 2.5309
244.72347060000|+21.56674166000|-1.460|244.723470600|+21.566741660| 2.6880
232.11916230000|+45.66864352000|-1.108|232.119162300|+45.668643520| 2.6684
229.34195090000|+38.08901418000|-1.496|229.341950900|+38.089014180| 2.7823
169.54328800000|+59.48578254000|-2.584|169.543288000|+59.485782540| 3.1873
351.87181040000|+00.08251368500|-0.557|351.871810400|+00.082513685| 2.2597
144.78658040000|+64.69674216000|-1.710|144.786580400|+64.696742160| 1.3899
145.55343270000|+64.13949156000|-1.923|145.553432700|+64.139491560| 2.9186
306.20152600000|+75.56857995000|-1.530|306.201526000|+75.568579950| 0.8815
215.33722830000|+55.55222186000|-0.920|215.337228300|+55.552221860| 3.2556
197.76590110000|+38.92205891000|-0.795|197.765901100|+38.922058910| 3.9327
196.78417930000|+39.45896421000|-1.792|196.784179300|+39.458964210| 2.2789
211.03797820000|+46.66167975000|-1.323|211.037978200|+46.661679750| 2.0110
136.17211630000|+37.16893274000|-1.611|136.172116300|+37.168932740| 0.8220
051.70647607000|-00.70995552700|-0.764|051.706476070|-00.709955527| 1.1776
171.24866560000|+59.54271923000|-0.907|171.248665600|+59.542719230| 1.9206
156.67430660000|+57.48292952000|-1.542|156.674306600|+57.482929520| 3.8261
198.56245370000|+39.35175585000|-2.055|198.562453700|+39.351755850| 2.9482
287.36610140000|+77.23555274000|-1.115|287.366101400|+77.235552740| 0.7670
135.62818270000|+36.85192986000|-1.736|135.628182700|+36.851929860| 3.0760
134.97871650000|+36.43711258000|-1.767|134.978716500|+36.437112580| 3.2790
169.46441890000|+10.05340535000|-2.569|169.464418900|+10.053405350| 2.8250
016.71877722000|+00.19080079600|-0.689|016.718777220|+00.190800796| 2.3829
292.56302150000|+77.73658170000|-1.292|292.563021500|+77.736581700| 1.2831
230.26006200000|+07.20461336500|-2.252|230.260062000|+07.204613365| 1.0595
198.43801290000|+39.66414721000|-0.734|198.438012900|+39.664147210| 2.0465
198.90586220000|+39.65736455000|-1.722|198.905862200|+39.657364550| 1.8124
175.01702890000|+54.27565671000|-1.109|175.017028900|+54.275656710| 2.4066
134.27347670000|+36.05003068000|-2.583|134.273476700|+36.050030680| 1.1445
136.00236750000|+36.37316648000|-1.140|136.002367500|+36.373166480| 0.7563
135.78219620000|+36.43673690000|-1.510|135.782196200|+36.436736900| 3.2828
197.01740790000|+40.38868286000|-1.486|197.017407900|+40.388682860| 3.2439
134.90410740000|+35.88901185000|-2.143|134.904107400|+35.889011850| 3.2142
197.40560120000|+13.96931168000|-1.759|197.405601200|+13.969311680| 2.0491
123.17887900000|+24.86086305000|-0.944|123.178879000|+24.860863050| 1.9080
221.71068340000|+06.97145774000|-1.487|221.710683400|+06.971457740| 1.5434
191.19829800000|+61.16336614000|-0.587|191.198298000|+61.163366140| 2.5631
162.74464980000|+42.80826582000|-1.237|162.744649800|+42.808265820| 3.4990
163.13910850000|+42.90060519000|-2.250|163.139108500|+42.900605190| 2.1404
237.75536340000|+37.19492958000|-1.563|237.755363400|+37.194929580| 2.2277
169.50353350000|+60.23650057000|-1.587|169.503533500|+60.236500570| 2.7791
156.31858770000|+05.65650546900|-1.199|156.318587700|+05.656505469| 2.6711
246.14563160000|+40.08879405000|-1.510|246.145631600|+40.088794050| 3.0590
241.18575750000|+36.58700953000|-2.076|241.185757500|+36.587009530| 2.7605
232.46737100000|+40.58634217000|-1.581|232.467371000|+40.586342170| 1.7998
237.39667820000|+26.26103513000|-1.020|237.396678200|+26.261035130| 2.0978
237.96014110000|+25.90212051000|-1.434|237.960141100|+25.902120510| 1.2821
238.19397190000|+25.92839180000|-1.201|238.193971900|+25.928391800| 2.1224
249.75212890000|+21.62560646000|-1.744|249.752128900|+21.625606460| 1.8797
171.34163170000|+08.75223816900|-1.196|171.341631700|+08.752238169| 2.5940
171.44324300000|+10.87665209000|-2.402|171.443243000|+10.876652090| 2.1223
178.06281560000|+48.34623465000|-0.942|178.062815600|+48.346234650| 1.6636
008.59550570100|+00.54797879800|-0.396|008.595505701|+00.547978798| 3.4697
232.85907300000|+09.93745030200|-1.791|232.859073000|+09.937450302| 2.0338
125.78754790000|+40.41668058000|-1.193|125.787547900|+40.416680580| 1.3568
168.30093160000|+08.97150731800|-0.342|168.300931600|+08.971507318| 3.2233
169.03019340000|+09.12684554300|-0.551|169.030193400|+09.126845543| 2.3018
237.77979980000|+26.56394428000|-1.487|237.779799800|+26.563944280| 2.5722
151.14987750000|+10.07531349000|-0.356|151.149877500|+10.075313490| 2.6581
162.45967440000|+11.24196327000|-0.691|162.459674400|+11.241963270| 3.1060
163.26210590000|+11.72097699000|-2.131|163.262105900|+11.720976990| 2.2389
358.38385790000|-01.14104536000|-2.119|358.383857900|-01.141045360| 2.5666
169.31896340000|+09.55375808900|-1.493|169.318963400|+09.553758089| 2.0448
169.72863930000|+09.45527846600|-0.689|169.728639300|+09.455278466| 2.3176
146.28935320000|+30.50105760000|-2.443|146.289353200|+30.501057600| 1.8498
228.56224130000|+28.47822702000|-1.309|228.562241300|+28.478227020| 3.2748
236.43961640000|+24.90275428000|-1.550|236.439616400|+24.902754280| 2.3207
161.02500040000|+12.42687121000|-2.143|161.025000400|+12.426871210| 1.3237
317.64742310000|+00.14389029200|-1.071|317.647423100|+00.143890292| 2.3983
239.31815540000|+24.35311764000|-1.870|239.318155400|+24.353117640| 2.6871
169.82999690000|+09.88242116200|-0.452|169.829996900|+09.882421162| 2.5748
196.90943310000|+33.34291910000|-1.443|196.909433100|+33.342919100| 1.3078
145.84097670000|+27.66720505000|-1.257|145.840976700|+27.667205050| 2.2727
199.51476780000|+33.84654740000|-1.958|199.514767800|+33.846547400| 3.4047
148.56479700000|+68.25673653000|-1.611|148.564797000|+68.256736530| 2.7923
146.82869430000|+05.30269910100|-1.715|146.828694300|+05.302699101| 2.1780
022.37930485000|-00.71281858200|-1.883|022.379304850|-00.712818582| 1.8294
169.48154180000|+10.46535972000|-1.703|169.481541800|+10.465359720| 1.3353
168.65345350000|+10.70633868000|-0.431|168.653453500|+10.706338680| 3.3098
140.52961360000|+66.78306891000|-1.517|140.529613600|+66.783068910| 3.5078
216.30555920000|+51.96815722000|-1.537|216.305559200|+51.968157220| 1.8500
216.68775480000|+51.80819315000|-1.517|216.687754800|+51.808193150| 1.6770
226.48429600000|+38.77866712000|-1.079|226.484296000|+38.778667120| 3.2116
009.77266646600|+00.56358964600|-0.688|009.772666466|+00.563589646| 2.9136
008.02052822900|+00.60522851000|-0.682|008.020528229|+00.605228510| 2.4510
008.18449898200|+00.45500974900|-0.580|008.184498982|+00.455009749| 2.8091
171.84782640000|+14.90391059000|-1.331|171.847826400|+14.903910590| 1.8037
197.06364940000|+13.71937272000|-1.803|197.063649400|+13.719372720| 2.6952
166.60429670000|+35.82091508000|-2.031|166.604296700|+35.820915080| 2.4540
228.35055920000|+35.10288462000|-1.002|228.350559200|+35.102884620| 3.7420
238.32373950000|+27.12291619000|-0.769|238.323739500|+27.122916190| 2.5296
235.31920820000|+49.07392442000|-1.674|235.319208200|+49.073924420| 3.5884
252.88550440000|+22.81802622000|-2.104|252.885504400|+22.818026220| 3.1830
158.25587780000|+40.01767017000|-2.738|158.255877800|+40.017670170| 1.5248
205.15628170000|+40.94642438000|-0.719|205.156281700|+40.946424380| 2.7092
223.83960490000|+35.82505241000|-1.469|223.839604900|+35.825052410| 2.9615
157.49313050000|+37.77892673000|-1.060|157.493130500|+37.778926730| 2.1259
160.05023430000|+41.18066891000|-2.010|160.050234300|+41.180668910| 2.4161
224.58955630000|+27.88163051000|-0.800|224.589556300|+27.881630510| 1.8308
225.19592980000|+27.60185125000|-1.458|225.195929800|+27.601851250| 2.2269
162.21452640000|+11.77670868000|-1.917|162.214526400|+11.776708680| 1.4714
013.45423560000|+00.64268757700|-1.192|013.454235600|+00.642687577| 0.9781
191.13550550000|+31.32654915000|-1.327|191.135505500|+31.326549150| 2.6827
204.67149570000|+12.07088344000|-2.693|204.671495700|+12.070883440| 1.3246
174.66656070000|+41.29176488000|-0.702|174.666560700|+41.291764880| 2.2449
174.98671260000|+41.28755395000|-0.748|174.986712600|+41.287553950| 2.3246
175.68703400000|+41.33489021000|-1.616|175.687034000|+41.334890210| 1.8078
175.68358100000|+41.41313321000|-2.044|175.683581000|+41.413133210| 2.1362
177.35887460000|+41.57234555000|-1.403|177.358874600|+41.572345550| 2.7266
176.10500210000|+41.91635473000|-2.364|176.105002100|+41.916354730| 1.9132
340.21488820000|-00.41205551400|-1.333|340.214888200|-00.412055514| 1.4950
212.33093360000|+28.30217777000|-1.091|212.330933600|+28.302177770| 2.0371
138.14220000000|+66.27333944000|-1.229|138.142200000|+66.273339440| 2.2914
145.45460790000|+27.91309524000|-0.924|145.454607900|+27.913095240| 1.8463
010.15406695000|+00.42792428500|-1.857|010.154066950|+00.427924285| 1.6025
010.52087721000|+00.43749043300|-1.970|010.520877210|+00.437490433| 3.8362
144.01230110000|+27.41138851000|-2.116|144.012301100|+27.411388510| 2.6038
145.83279610000|+28.24427992000|-1.363|145.832796100|+28.244279920| 1.8429
009.17870986500|+00.07540806200|-1.356|009.178709865|+00.075408062| 1.3688
175.79091580000|+15.02037637000|-1.753|175.790915800|+15.020376370| 2.2769
238.63050470000|+27.02640516000|-1.721|238.630504700|+27.026405160| 1.9993
212.10061750000|+25.08470131000|-2.024|212.100617500|+25.084701310| 2.3146
197.55213970000|+15.83649410000|-1.264|197.552139700|+15.836494100| 1.9783
140.21755960000|+64.03512444000|-1.519|140.217559600|+64.035124440| 2.0767
120.20235340000|+21.47942980000|-1.654|120.202353400|+21.479429800| 1.8228
008.57146731700|-01.22681320900|-0.842|008.571467317|-01.226813209| 1.4879
015.80814062000|-01.20456123200|-1.286|015.808140620|-01.204561232| 2.2529
213.81568950000|+38.67391928000|-1.673|213.815689500|+38.673919280| 2.2662
175.56366240000|+42.37511390000|-1.974|175.563662400|+42.375113900| 2.9646
187.97863230000|+13.77276129000|-0.752|187.978632300|+13.772761290| 2.4324
236.07571650000|+26.03706873000|-2.189|236.075716500|+26.037068730| 2.1059
210.55555640000|+36.39151826000|-2.017|210.555556400|+36.391518260| 3.1534
011.52537967000|+00.96997733600|-1.280|011.525379670|+00.969977336| 1.8198
141.09211880000|+28.77166117000|-1.310|141.092118800|+28.771661170| 2.2128
011.90917453000|+00.54140786500|-1.580|011.909174530|+00.541407865| 3.9582
212.48957090000|+27.38507372000|-2.257|212.489570900|+27.385073720| 1.9817
009.52409376500|-01.13191865200|-0.430|009.524093765|-01.131918652| 2.7478
009.68942904700|-01.16835865600|-0.502|009.689429047|-01.168358656| 2.3169
071.25609735000|+00.69112642400|-2.261|071.256097350|+00.691126424| 1.3399
020.32444573000|-00.68249842500|-0.748|020.324445730|-00.682498425| 2.1151
112.72670060000|+42.71216084000|-1.987|112.726700600|+42.712160840| 3.1641
233.21144820000|+48.11186694000|-1.758|233.211448200|+48.111866940| 2.2862
210.30448130000|+26.31113398000|-1.345|210.304481300|+26.311133980| 2.0441
220.05961500000|+20.25173079000|-1.315|220.059615000|+20.251730790| 2.5477
008.82352196100|-00.32962326700|-0.754|008.823521961|-00.329623267| 3.2315
023.76182046000|-01.06098153000|-0.380|023.761820460|-01.060981530| 2.0461
141.20557430000|+29.90135454000|-2.724|141.205574300|+29.901354540| 1.1873
008.96958256900|-00.30442321600|-0.805|008.969582569|-00.304423216| 1.0786
009.65609955300|-00.30634399700|-0.872|009.656099553|-00.306343997| 1.0953
340.67678380000|+00.58881415700|-2.167|340.676783800|+00.588814157| 1.8394
044.61795835000|-00.27274650600|-1.448|044.617958350|-00.272746506| 2.4726
156.33735680000|+37.46487344000|-1.942|156.337356800|+37.464873440| 2.4542
043.90706767000|+00.01691019000|-0.536|043.907067670|+00.016910190| 3.8492
008.06212964600|-00.72377736400|-0.396|008.062129646|-00.723777364| 3.7241
122.47654270000|+24.12486248000|-1.402|122.476542700|+24.124862480| 2.5556
205.66798710000|+47.83862886000|-1.393|205.667987100|+47.838628860| 2.9196
205.67103210000|+47.72176965000|-1.710|205.671032100|+47.721769650| 2.8487
010.70166147000|-00.28327009800|-1.348|010.701661470|-00.283270098| 3.8898
010.31812389000|-00.23376421400|-1.721|010.318123890|-00.233764214| 1.7310
008.25778387100|+00.47058938900|-0.727|008.257783871|+00.470589389| 1.6734
200.07912040000|+49.46629346000|-1.055|200.079120400|+49.466293460| 2.8782
008.30585028500|+00.17506399400|-0.686|008.305850285|+00.175063994| 1.6477
008.94011024300|-00.38095956500|-0.925|008.940110243|-00.380959565| 2.0793
007.56567499300|+00.04684547400|-0.740|007.565674993|+00.046845474| 2.8947
017.78494702000|+14.00000634000|-1.327|017.784947020|+14.000006340| 2.8063
009.48859845000|+00.06586612300|-1.292|009.488598450|+00.065866123| 3.8396
011.74204922000|+00.19868148000|-1.691|011.742049220|+00.198681480| 2.0024
175.49871720000|+12.01407236000|-0.639|175.498717200|+12.014072360| 2.5134
018.46137589000|+14.34183781000|-1.249|018.461375890|+14.341837810| 2.7744
017.91616286000|+14.08992294000|-1.115|017.916162860|+14.089922940| 2.8631
205.10376900000|+30.38829004000|-1.012|205.103769000|+30.388290040| 2.1224
160.75632580000|+35.03955984000|-1.319|160.756325800|+35.039559840| 1.6803
160.37369600000|+36.43675560000|-1.433|160.373696000|+36.436755600| 2.9647
200.68400370000|+43.27660236000|-1.163|200.684003700|+43.276602360| 2.4698
200.01468120000|+45.12663064000|-1.391|200.014681200|+45.126630640| 3.5536
174.96670450000|+43.31538184000|-1.137|174.966704500|+43.315381840| 2.1690
016.71438761000|+14.22295044000|-1.446|016.714387610|+14.222950440| 3.9562
154.23310670000|+36.65303059000|-0.753|154.233106700|+36.653030590| 2.4326
188.98971310000|+38.59146989000|-2.171|188.989713100|+38.591469890| 2.7320
229.24957240000|+08.44419249500|-1.076|229.249572400|+08.444192495| 2.3636
015.27427028000|+00.49653959000|-2.411|015.274270280|+00.496539590| 2.2740
231.43255810000|+22.53489255000|-2.323|231.432558100|+22.534892550| 1.6306
024.91945793000|+00.60849629900|-0.501|024.919457930|+00.608496299| 3.5970
216.70696260000|+35.07972733000|-1.732|216.706962600|+35.079727330| 3.6874
213.90636310000|+24.76513080000|-1.607|213.906363100|+24.765130800| 2.8525
174.20101270000|+13.37308462000|-1.745|174.201012700|+13.373084620| 2.3601
176.93153160000|+41.31039854000|-0.515|176.931531600|+41.310398540| 3.7772
221.76005250000|+35.35899172000|-2.335|221.760052500|+35.358991720| 3.3288
146.29388120000|+33.26337274000|-1.811|146.293881200|+33.263372740| 2.9865
158.32527210000|+34.81988874000|-2.065|158.325272100|+34.819888740| 1.3525
209.34256430000|+29.56353137000|-2.270|209.342564300|+29.563531370| 2.5071
207.57526310000|+30.15014594000|-1.071|207.575263100|+30.150145940| 1.9066
216.74137390000|+45.09061673000|-1.442|216.741373900|+45.090616730| 3.0761
218.19903470000|+44.65320304000|-1.520|218.199034700|+44.653203040| 1.9998
015.03974314000|-00.17964990600|-0.406|015.039743140|-00.179649906| 3.1704
216.86942560000|+45.36814589000|-1.917|216.869425600|+45.368145890| 3.2786
218.32350190000|+44.89061058000|-1.179|218.323501900|+44.890610580| 2.7267
218.71473650000|+44.77769288000|-0.983|218.714736500|+44.777692880| 2.9711
215.79484680000|+46.35644566000|-1.258|215.794846800|+46.356445660| 2.6986
239.53160760000|+27.10504748000|-1.806|239.531607600|+27.105047480| 2.5050
237.83351490000|+26.96666016000|-0.475|237.833514900|+26.966660160| 3.0438
228.16669150000|+07.33461743100|-1.438|228.166691500|+07.334617431| 1.9102
230.50469280000|+07.75592986800|-1.393|230.504692800|+07.755929868| 2.3344
238.68453910000|+26.49438980000|-2.016|238.684539100|+26.494389800| 2.0005
238.83014290000|+26.51913047000|-1.466|238.830142900|+26.519130470| 1.9245
010.31413503000|+00.12216001300|-0.487|010.314135030|+00.122160013| 1.9462
171.29665500000|+45.93671101000|-1.137|171.296655000|+45.936711010| 2.8683
124.80099840000|+17.64320180000|-1.883|124.800998400|+17.643201800| 2.4490
195.59798040000|+39.63736055000|-1.788|195.597980400|+39.637360550| 2.4581
158.75162960000|+38.04176396000|-1.063|158.751629600|+38.041763960| 2.5857
194.14781420000|+40.62369040000|-1.693|194.147814200|+40.623690400| 1.7237
211.27007280000|+38.01146509000|-2.204|211.270072800|+38.011465090| 1.8052
050.44784771000|+06.22623110200|-0.707|050.447847710|+06.226231102| 3.7845
344.96006190000|-00.34534602000|-1.823|344.960061900|-00.345346020| 2.0851
238.77729600000|+26.91593776000|-1.410|238.777296000|+26.915937760| 3.0852
170.29441810000|+46.31645133000|-1.868|170.294418100|+46.316451330| 1.6615
229.97926890000|+37.69653548000|-1.843|229.979268900|+37.696535480| 1.7356
156.42157420000|+38.15083970000|-1.303|156.421574200|+38.150839700| 3.7859
178.72962450000|+40.85808488000|-1.300|178.729624500|+40.858084880| 2.2556
237.95559830000|+27.67667716000|-1.412|237.955598300|+27.676677160| 2.5110
170.97902500000|+28.75267349000|-1.463|170.979025000|+28.752673490| 2.5962
238.21491950000|+27.71902444000|-2.111|238.214919500|+27.719024440| 2.7363
173.09586380000|+28.93980113000|-1.846|173.095863800|+28.939801130| 1.5473
193.31153990000|+57.05924472000|-1.080|193.311539900|+57.059244720| 3.5340
238.92221660000|+27.29002270000|-1.239|238.922216600|+27.290022700| 2.8216
167.37731020000|+29.03133900000|-1.800|167.377310200|+29.031339000| 1.9947
032.01814747000|+21.40454487000|-1.945|032.018147470|+21.404544870| 0.7960
051.10193568000|+03.98649404900|-1.391|051.101935680|+03.986494049| 3.0845
020.45607433000|+39.13832792000|-0.704|020.456074330|+39.138327920| 2.9317
224.52587420000|+50.37081928000|-1.579|224.525874200|+50.370819280| 2.1701
194.19067110000|+57.57581374000|-0.632|194.190671100|+57.575813740| 2.7788
194.79946880000|+57.81508641000|-1.390|194.799468800|+57.815086410| 1.6663
252.40590640000|+25.23224249000|-1.741|252.405906400|+25.232242490| 1.5370
252.43747980000|+25.14401414000|-2.221|252.437479800|+25.144014140| 2.2810
035.38266553000|-01.08846729900|-1.462|035.382665530|-01.088467299| 3.6188
225.20796690000|+51.14124693000|-1.291|225.207966900|+51.141246930| 2.9348
230.62277620000|+48.65668332000|-1.634|230.622776200|+48.656683320| 3.6145
194.65878900000|+58.33782411000|-2.048|194.658789000|+58.337824110| 2.0998
195.96540810000|+55.78026794000|-1.920|195.965408100|+55.780267940| 3.3699
230.45523270000|+07.44343968400|-0.949|230.455232700|+07.443439684| 3.2325
253.03676690000|+24.69599085000|-1.718|253.036766900|+24.695990850| 2.1190
032.15881526000|+21.87815086000|-0.771|032.158815260|+21.878150860| 3.7449
196.90029840000|+56.22196542000|-0.728|196.900298400|+56.221965420| 2.8889
199.48630340000|+55.81945338000|-1.734|199.486303400|+55.819453380| 2.0217
200.16341530000|+56.78412068000|-1.334|200.163415300|+56.784120680| 3.1637
195.07615200000|+57.71256006000|-0.870|195.076152000|+57.712560060| 2.9767
225.75163270000|+50.60159440000|-1.615|225.751632700|+50.601594400| 3.7795
236.47370650000|+40.61808480000|-0.523|236.473706500|+40.618084800| 2.2880
217.71775400000|+36.31194323000|-1.571|217.717754000|+36.311943230| 2.0827
193.84726820000|+58.19157524000|-2.126|193.847268200|+58.191575240| 1.3941
230.02960540000|+37.90563084000|-1.765|230.029605400|+37.905630840| 2.1636
046.50158312000|+00.16908639000|-1.272|046.501583120|+00.169086390| 2.4860
253.60016140000|+24.15122299000|-1.809|253.600161400|+24.151222990| 2.8436
205.31040150000|+28.93196369000|-1.415|205.310401500|+28.931963690| 1.8555
238.21213250000|+26.95641403000|-0.566|238.212132500|+26.956414030| 3.1015
032.59214467000|+21.75882916000|-1.603|032.592144670|+21.758829160| 0.8208
231.04111530000|+37.51194153000|-1.344|231.041115300|+37.511941530| 2.2897
014.82532101000|+00.94586925300|-1.002|014.825321010|+00.945869253| 1.5690
253.07439770000|+23.60042643000|-1.226|253.074397700|+23.600426430| 3.7494
208.06521010000|+28.57381729000|-0.694|208.065210100|+28.573817290| 2.5049
181.54975060000|+45.16897712000|-1.262|181.549750600|+45.168977120| 2.8465
181.48915050000|+46.08262743000|-1.252|181.489150500|+46.082627430| 3.0143
182.29033770000|+44.61881473000|-1.693|182.290337700|+44.618814730| 1.8444
051.53653005000|+04.06723234200|-1.417|051.536530050|+04.067232342| 3.9436
163.52760140000|+28.59791814000|-2.182|163.527601400|+28.597918140| 2.7511
036.62740620000|+22.58512822000|-1.297|036.627406200|+22.585128220| 1.3596
239.01823530000|+26.86668389000|-1.950|239.018235300|+26.866683890| 2.1829
180.68207970000|+45.79651808000|-1.586|180.682079700|+45.796518080| 2.7387
188.18172980000|+12.81311366000|-1.335|188.181729800|+12.813113660| 2.3437
216.94181240000|+46.56003377000|-0.744|216.941812400|+46.560033770| 2.2899
239.68349130000|+26.82732719000|-1.409|239.683491300|+26.827327190| 2.0877
207.01063540000|+39.54586844000|-2.174|207.010635400|+39.545868440| 2.1000
115.77522090000|+49.10808189000|-1.454|115.775220900|+49.108081890| 1.9752
125.01128610000|+16.75047503000|-1.365|125.011286100|+16.750475030| 1.0980
125.18159040000|+17.37215467000|-2.380|125.181590400|+17.372154670| 1.2012
183.21105740000|+23.03715967000|-1.652|183.211057400|+23.037159670| 2.4911
201.38026190000|+33.67451505000|-1.687|201.380261900|+33.674515050| 2.4658
128.00930860000|+54.47521923000|-1.238|128.009308600|+54.475219230| 2.3051
193.96966160000|+06.99445958200|-1.441|193.969661600|+06.994459582| 2.0160
253.74558290000|+24.57023880000|-0.518|253.745582900|+24.570238800| 2.0118
253.94430770000|+24.34513898000|-1.158|253.944307700|+24.345138980| 1.1179
254.19890770000|+24.20417458000|-1.886|254.198907700|+24.204174580| 3.8138
237.84635480000|+25.53274544000|-1.064|237.846354800|+25.532745440| 2.0577
237.99957410000|+25.33534707000|-1.653|237.999574100|+25.335347070| 2.6028
014.30097935000|-01.09262148000|-1.396|014.300979350|-01.092621480| 3.8966
159.28361580000|+35.83330946000|-1.490|159.283615800|+35.833309460| 2.1681
208.35925320000|+30.54916838000|-1.546|208.359253200|+30.549168380| 1.7654
201.56646650000|+33.39579441000|-1.443|201.566466500|+33.395794410| 2.9500
169.47786220000|+27.26824371000|-1.958|169.477862200|+27.268243710| 1.4649
022.21745084000|+00.53928145200|-0.450|022.217450840|+00.539281452| 2.6492
024.13513850000|+00.44688693800|-1.516|024.135138500|+00.446886938| 3.0727
254.41271580000|+23.90804284000|-2.109|254.412715800|+23.908042840| 3.0961
253.65897640000|+25.13519642000|-0.815|253.658976400|+25.135196420| 1.7738
136.03055260000|+17.01854340000|-1.942|136.030552600|+17.018543400| 1.3202
137.52117550000|+17.15370626000|-2.331|137.521175500|+17.153706260| 1.0125
033.06878757000|+22.05124162000|-1.966|033.068787570|+22.051241620| 2.1811
239.89921940000|+26.99962456000|-1.479|239.899219400|+26.999624560| 2.3684
124.25012410000|+12.87490806000|-1.347|124.250124100|+12.874908060| 1.9119
196.34939640000|+39.86019575000|-2.323|196.349396400|+39.860195750| 3.3421
196.99586750000|+39.65249457000|-0.263|196.995867500|+39.652494570| 2.0846
197.65235290000|+39.70717738000|-0.702|197.652352900|+39.707177380| 2.3650
196.52639960000|+40.07114863000|-1.649|196.526399600|+40.071148630| 3.4275
186.28368500000|+16.15266472000|-1.690|186.283685000|+16.152664720| 2.1668
112.97446940000|+39.86969302000|-2.039|112.974469400|+39.869693020| 1.6501
225.99522160000|+34.41182513000|-2.055|225.995221600|+34.411825130| 2.7845
228.14134800000|+34.47904101000|-1.332|228.141348000|+34.479041010| 2.6501
226.47157550000|+35.46911790000|-1.289|226.471575500|+35.469117900| 3.7869
196.37355880000|+56.37284692000|-1.599|196.373558800|+56.372846920| 3.2101
031.25918728000|+21.95235689000|-1.240|031.259187280|+21.952356890| 3.3464
198.12302770000|+40.09899272000|-1.577|198.123027700|+40.098992720| 3.9201
341.48539830000|-00.35400190200| 0.007|341.485398300|-00.354001902| 2.7733
186.06142890000|+41.02123082000|-2.016|186.061428900|+41.021230820| 2.3632
021.19611740000|+40.27548816000|-0.971|021.196117400|+40.275488160| 1.3612
216.54759500000|+35.96478324000|-1.614|216.547595000|+35.964783240| 1.8325
216.77285910000|+36.19030235000|-1.868|216.772859100|+36.190302350| 3.9334
237.56853970000|+25.63087609000|-2.120|237.568539700|+25.630876090| 1.4707
238.69454080000|+27.49587759000|-0.688|238.694540800|+27.495877590| 2.8174
142.54567640000|+10.73451785000|-1.498|142.545676400|+10.734517850| 3.2216
197.67076970000|+40.36786223000|-0.618|197.670769700|+40.367862230| 3.6690
197.81467740000|+40.36853113000|-0.984|197.814677400|+40.368531130| 1.8842
132.93079450000|+63.85153528000|-1.502|132.930794500|+63.851535280| 2.1876
132.81866410000|+64.05521971000|-2.038|132.818664100|+64.055219710| 1.7094
211.71142560000|+12.74622585000|-1.144|211.711425600|+12.746225850| 1.4676
163.75763100000|+27.45279880000|-0.696|163.757631000|+27.452798800| 3.3821
194.38104000000|+40.33672366000|-1.732|194.381040000|+40.336723660| 2.4126
157.79823790000|+36.21277870000|-0.701|157.798237900|+36.212778700| 3.1773
009.61830539400|+00.61572231300|-2.400|009.618305394|+00.615722313| 2.4070
162.85788490000|+21.74654517000|-0.778|162.857884900|+21.746545170| 2.2947
184.32548230000|+23.16597371000|-1.688|184.325482300|+23.165973710| 1.8594
114.07464540000|+45.79769562000|-1.692|114.074645400|+45.797695620| 1.5958
172.05651410000|+38.69692073000|-3.118|172.056514100|+38.696920730| 2.1317
341.01903330000|+00.25057355800|-1.404|341.019033300|+00.250573558| 2.8288
052.43368059000|-00.57362494700|-0.766|052.433680590|-00.573624947| 2.1424
011.10965091000|+00.77535336700|-1.526|011.109650910|+00.775353367| 3.0362
194.25665240000|+09.37117607300|-1.352|194.256652400|+09.371176073| 2.7858
190.12553960000|+36.24631206000|-0.621|190.125539600|+36.246312060| 2.4832
177.96454900000|+36.82691677000|-0.876|177.964549000|+36.826916770| 1.9387
